,name,postcode,borough,latitude,longitude,price,rating,popularity,number_of_crimes,number_of_metro,number_of_police,distance_metro,distance_police,metro,police
83,Princess of Wales,NW1 8LL,London Borough of Camden,51.540347,-0.153859,1.0,6.7,0.9532208124781748,90,1,0.0,395.07830512368383,917.7230725089828,1,0
84,Oxford Arms,NW1 7BU,London Borough of Camden,51.54057,-0.144377,1.0,6.8,0.9842858805726924,349,1,4.0,164.3978005067379,317.64239949006287,1,1
85,Fountains Abbey,W2 1RL,City of Westminster,51.516902,-0.172958,1.0,7.2,0.9829984867884995,239,3,3.0,261.4524571725071,292.7605281734673,1,1
86,Sir Colin Campbell,NW6 2BY,London Borough of Camden,51.543477,-0.199431,1.0,6.9,0.9678826679082762,206,0,0.0,300.8122123202623,1155.1547036712072,1,0
87,The Enterprise,NW3 2BL,London Borough of Camden,51.544126,-0.152844,1.0,6.3,0.9865231055756024,166,1,0.0,73.31830415890397,955.0452712094344,1,0
88,The Star of Kings,N1 0AX,London Borough of Islington,51.536521,-0.121916,1.0,6.9,0.9898940751949716,108,0,0.0,644.2874162846863,805.9874218617031,0,0
89,Carlton Tavern,NW6 5EU,City of Westminster,51.532056,-0.191426,1.0,6.7,0.9593062507275056,142,2,0.0,367.3357258665415,1707.526675651487,1,0
90,The Ice Wharf,NW1 7BY,London Borough of Camden,51.540346,-0.145704,1.0,6.4,0.9922686532417646,345,1,4.0,210.91239741184603,399.3723541000011,1,1
91,The Good Mixer,NW1 7HJ,London Borough of Camden,51.539487,-0.144393,1.0,6.4,0.9773157956000466,314,1,5.0,87.77369983026887,270.95433453113225,1,1
92,The Metropolitan Bar,NW1 5LD,City of Westminster,51.522676,-0.156862,2.0,6.6,0.9976161098824352,113,2,1.0,12.649932405850452,250.23618340996651,1,1
93,Globe,NW1 5JY,City of Westminster,51.52197,-0.157056,2.0,6.6,0.9952834361541149,119,2,1.0,29.624464143018457,236.1664748243055,1,1
94,The Albany,W1W 5QU,City of Westminster,51.523228,-0.143925,2.0,6.6,0.9778838319171226,147,3,1.0,75.89892445497584,366.0907765576098,1,1
95,The Royal Exchange,W2 1PU,City of Westminster,51.518134,-0.169737,1.0,6.7,0.9607542777325108,268,3,2.0,165.18265528609888,198.6206531779773,1,1
96,The Railway,NW6 2LU,London Borough of Camden,51.546252,-0.190963,1.0,6.5,0.9776626702362938,95,1,0.0,45.45268932474384,892.9886800814869,1,0
97,Ye Olde Swiss Cottage,NW3 5EL,London Borough of Camden,51.542894,-0.174764,1.0,6.1,0.9837783727156326,112,1,1.0,55.95516657434646,119.07997936790392,1,1
98,The Barrel Vault,N1C 4QP,London Borough of Camden,51.533462,-0.1286822,1.0,6.6,0.9984169479688044,151,1,0.0,456.89819139840114,820.3275867681776,1,0
99,Prince of Wales Feathers,W1T 5LD,London Borough of Camden,51.524233,-0.13855,1.0,6.5,0.9658479804446514,182,4,1.0,43.01953611988492,461.80109481284336,1,1
100,The Doric Arch,NW1 1DN,London Borough of Camden,51.527996,-0.132049,2.0,6.5,0.9867582353625888,203,2,0.0,73.59219435922826,535.7582084541261,1,0
101,Lyttelton Arms,NW1 7JE,London Borough of Camden,51.534532,-0.139251,2.0,6.3,0.978472820393435,199,1,2.0,33.565047684306805,423.87542705910704,1,1
102,Quinn's,NW1 8NY,London Borough of Camden,51.543002,-0.142073,1.0,5.7,0.966569665929461,311,1,3.0,197.4019612605312,290.2753177916869,1,1
103,O'Neill's,NW1 2QS,London Borough of Camden,51.528916,-0.126176,2.0,6.1,0.985366080782214,280,1,1.0,238.1008943131495,345.5363708376095,1,1
104,Royal George,NW1 1DG,London Borough of Camden,51.528287,-0.131597,2.0,6.0,0.9944476778023512,171,2,0.0,116.30431742858282,523.5971463420052,1,0
105,The Rocket,NW1 2AL,London Borough of Camden,51.528246,-0.128965,3.0,5.9,0.982765685019206,216,2,1.0,286.7822685747664,375.41772810465767,1,1
106,The Court,W1T 5AA,London Borough of Camden,51.523067,-0.136878,1.0,5.8,0.9726364800372482,163,4,2.0,180.3819045238668,332.34759362864736,1,1
107,Green Man,NW1 3AU,City of Westminster,51.523695,-0.143183,2.0,5.6,0.974817832615528,162,3,1.0,59.46545704120125,320.58327528364526,1,1
108,The Stags Head,W1W 6XW,City of Westminster,51.519907,-0.143195,1.0,5.7,0.9667791875218252,156,2,0.0,448.3319188810603,618.6471704665539,1,0
109,Duke of York,W1H 5HT,City of Westminster,51.517584,-0.164117,1.0,5.6,0.96916307763939,230,1,1.0,351.7080067260389,331.38967739496485,1,1
110,The Northumberland Arms,W1T 5AW,London Borough of Camden,51.523533,-0.137327,1.0,5.4,0.9772087067861716,170,4,2.0,120.09079420695818,392.5449765149245,1,1
111,Ye Olde Cheshire Cheese,EC4A 2BU,City of London Corporation,51.514321,-0.10721,2.0,8.6,0.9835199627517168,99,1,2.0,267.707150816591,328.3022196359051,1,1
112,The Culpeper,E1 6LP,London Borough of Tower Hamlets,51.516814,-0.072909,2.0,8.8,0.9875264812012572,312,2,3.0,201.8698916556596,180.5547491918496,1,1
113,The Rake,SE1 9AG,London Borough of Southwark,51.506131,-0.091223,2.0,8.5,0.9845605866604586,192,1,1.0,451.1206895130834,250.6298524516505,1,1
114,The Blackfriar,EC4V 4EG,City of London Corporation,51.512102,-0.103706,2.0,8.2,0.9902619019904552,81,1,1.0,80.85706014217254,112.67502807063852,1,1
115,Founder's Arms,SE1 9JH,London Borough of Southwark,51.508517,-0.101674,2.0,8.3,0.9931486439296938,74,1,1.0,368.7707764335281,424.6158490251273,1,1
116,Old Fountain,EC1V 9NU,London Borough of Islington,51.526891,-0.089027,2.0,8.5,0.9819113025258992,299,1,2.0,131.39327656818145,55.31512990574634,1,1
117,The Understudy,SE1 9PX,London Borough of Lambeth,51.507632,-0.113841,1.0,8.9,0.9906064486090096,117,1,2.0,391.21111476511214,462.0852906984923,1,1
118,Cittie of Yorke,WC1V 6BN,London Borough of Camden,51.518437,-0.112948,1.0,8.5,0.9889931323478058,158,1,1.0,124.7026053117546,416.6320581239547,1,1
119,Carpenter's Arms,E2 6EG,London Borough of Tower Hamlets,51.523989,-0.067348,2.0,9.0,0.9557909440111744,207,0,0.0,740.0650299852626,708.8022381869387,0,0
120,The Pride of Spitalfields,E1 5LJ,London Borough of Tower Hamlets,51.518945,-0.071245,1.0,8.5,0.9637038761494588,238,1,2.0,424.7136991293481,91.29745165615527,1,1
121,The Old Bank of England,EC4A 2LT,City of London Corporation,51.513916,-0.111302,1.0,8.2,0.9886462577115586,91,2,3.0,341.4115945298208,231.3715239259568,1,1
122,The Three Johns,N1 9PF,London Borough of Islington,51.532948,-0.109065,1.0,9.0,0.9807729018740542,216,1,1.0,231.25356568300677,174.88510707369488,1,1
123,Seven Stars,WC2A 2JB,London Borough of Camden,51.51507,-0.113256,1.0,8.2,0.978258642765685,119,2,2.0,393.7876367632726,188.20653803931896,1,1
124,Rosemary Branch,N1 3DT,London Borough of Islington,51.537583,-0.087005,1.0,8.8,0.9852170876498662,139,0,0.0,1268.4385917469726,537.7583724447427,0,0
125,The Narrow Boat,N1 8PZ,London Borough of Islington,51.533078,-0.096802,2.0,8.4,0.9787824467465952,164,0,0.0,624.6855706035356,593.9085944609863,0,0
126,Upstairs at the Ten Bells,E1 6LY,London Borough of Tower Hamlets,51.51935,-0.074203,2.0,8.0,0.9895378884879524,266,1,4.0,497.24852272417735,238.1705548714319,1,1
127,The Telephone Exchange,SE1 9SG,London Borough of Southwark,51.505084,-0.088106,1.0,7.9,0.9960563380281692,213,1,1.0,228.9795215028416,6.529719307178247,1,1
128,Marksman,E2 7SJ,London Borough of Tower Hamlets,51.530863,-0.069572,1.0,8.5,0.9911395646606914,206,0,0.0,1085.4901988586244,913.4113613055634,0,0
129,The Roebuck,SE1 4YG,London Borough of Southwark,51.498095,-0.090711,2.0,8.2,0.9644022814573392,178,1,2.0,410.03396506472,388.8963019981606,1,1
130,Anchor Bankside,SE1 9EF,London Borough of Southwark,51.507187,-0.092961,1.0,7.6,0.9938586893260388,174,2,1.0,500.2217752062487,414.4240751063143,0,1
131,The Porterhouse,WC2E 7NA,City of Westminster,51.510321,-0.123561,2.0,8.3,0.9872983354673496,625,4,4.0,310.68594252883594,96.15998765258765,1,1
132,"Draft House, Tower Bridge",SE1 2UP,London Borough of Southwark,51.502839,-0.076931,3.0,8.0,0.9895937609125828,84,0,1.0,613.7993797525146,119.98367112731962,0,1
133,Princess Louise,WC1V 7BW,London Borough of Camden,51.51728,-0.121619,1.0,8.1,0.9893400069840532,243,1,1.0,76.34606869384012,473.8863696254604,1,1
134,The Buxton,E1 6TD,London Borough of Tower Hamlets,51.517236,-0.070382,1.0,7.8,0.9808404143871492,260,2,2.0,252.34320023651983,120.69943226784844,1,1
135,The Woolpack,SE1 3UB,London Borough of Southwark,51.500766,-0.082037,2.0,7.9,0.9852706320568037,137,0,1.0,545.3609332751167,375.3668359471636,0,1
136,Royal Oak,SE11 6QU,London Borough of Lambeth,51.49313,-0.11277,1.0,8.4,0.929691537655686,132,0,4.0,647.4220555004332,339.311284647981,0,1
137,The Owl & Pussycat,E2 7DP,London Borough of Tower Hamlets,51.52428825,-0.0754746015882803,2.0,7.7,0.9875241531835642,400,0,0.0,858.7961097939854,741.3674229950477,0,0
138,The Hydrant,EC3R 8BG,City of London Corporation,51.510305,-0.086303,1.0,7.4,0.9849214294028634,227,4,0.0,26.61868080298154,510.1359664857698,1,0
139,Waxy O'Connor's,W1D 6DD,City of Westminster,51.51078,-0.132348,2.0,8.3,0.9889116517285532,1188,1,2.0,125.3501026988738,299.6358605536426,1,1
140,The Wheatsheaf,SE1 9AA,London Borough of Southwark,51.505267,-0.0912,2.0,7.6,0.9855942265161216,202,2,1.0,441.26410424111066,221.5360318081921,1,1
141,Captain Kidd,E1W 2NE,London Borough of Tower Hamlets,51.50332,-0.058146,1.0,8.2,0.9736002793621232,68,0,0.0,195.33518999723745,852.1346385843232,1,0
142,The Prospect of Whitby,E1W 3SJ,London Borough of Tower Hamlets,51.507103,-0.051082,1.0,8.3,0.9853404725875916,72,0,0.0,449.7955341912908,676.029476340395,1,0
143,De Hems Dutch Cafe Bar,W1D 5BW,City of Westminster,51.512129,-0.131253,2.0,8.1,0.9891374694447678,1200,3,1.0,204.37207615187896,219.85918233508687,1,1
144,Sherlock Holmes,WC2N 5DB,City of Westminster,51.507324,-0.1252,2.0,8.0,0.9948294727039926,425,2,5.0,156.6738240334492,160.97975692635342,1,1
145,The White Hart,E1 4TP,London Borough of Tower Hamlets,51.520232,-0.056084,2.0,8.0,0.9888581073216156,252,1,0.0,252.11095811187968,900.5187560169337,1,0
146,The Angel,SE16 4NB,London Borough of Southwark,51.500684,-0.059019,1.0,8.0,0.9709556512629496,69,1,0.0,420.55211627610777,728.1007936470985,1,0
147,The Old Shades,SW1A 2BX,City of Westminster,51.506493,-0.126804,2.0,7.9,0.9869491328134092,346,2,6.0,274.4914527221685,159.2722917001517,1,1
148,The Dickens Inn,E1W 1UH,London Borough of Tower Hamlets,51.506611,-0.070149,2.0,7.5,0.99023396577814,61,0,0.0,589.2992724402872,711.530734055655,0,0
149,Camden Head,N1 8DY,London Borough of Islington,51.535608,-0.102957,2.0,7.6,0.977692934466302,234,1,0.0,394.3847164830409,588.1915925325616,1,0
150,The Minories,EC3N 1JL,City of London Corporation,51.510836,-0.074717,1.0,7.3,0.9935281108136422,191,2,0.0,177.88362437755626,841.612010977729,1,0
151,The Horniman at Hays,SE1 2HD,London Borough of Southwark,51.505728,-0.083503,2.0,7.2,0.9953625887556744,150,1,1.0,100.61498419774648,320.064999395115,1,1
152,The Eagle,N1 7LB,London Borough of Hackney,51.52861,-0.091645,2.0,7.2,0.9871074380165288,233,1,2.0,393.4941706436686,18.54876694084925,1,1
153,The Red Lion,SW1A 2NH,City of Westminster,51.502051,-0.125749,1.0,7.7,0.991514375509254,120,1,3.0,110.8167896555993,127.57862352760506,1,1
154,The Wellington,WC2R 0HS,City of Westminster,51.511424,-0.119594,2.0,7.4,0.9953975090210686,343,3,4.0,372.3125095828508,378.4368859820172,1,1
155,The Castle,E1 1LN,London Borough of Tower Hamlets,51.514881,-0.06905,1.0,7.2,0.9924735187987428,294,2,2.0,191.09254742877417,395.299760170218,1,1
156,Liberty Bounds,EC3N 4AA,City of London Corporation,51.509744,-0.078495,2.0,7.0,0.9943266208823188,163,1,0.0,117.85828822324972,823.9000714369723,1,0
157,O'Neill's,W1D 6PU,City of Westminster,51.511277,-0.132138,2.0,7.4,0.9954091491095332,1199,1,2.0,170.35949408242243,273.9423810297736,1,1
158,The Salisbury Pub,WC2N 4AP,City of Westminster,51.510909,-0.127233,1.0,7.3,0.9895658247002678,1240,3,4.0,107.695628081205,99.48187468731749,1,1
159,The Old Thameside Inn,SE1 9DG,London Borough of Southwark,51.506974,-0.091718,2.0,6.8,0.9823163776044698,195,2,1.0,500.7659476392897,331.24651101474666,0,1
160,The Marquis of Cornwallis,WC1N 1AP,London Borough of Camden,51.524424,-0.125061,2.0,7.2,0.9951134908625304,174,1,1.0,140.57453072171907,162.24518638796243,1,1
161,Shakespeares Head,WC2B 6BG,London Borough of Camden,51.516833,-0.119602,1.0,7.0,0.996980561052264,225,1,2.0,72.46809796848733,456.8796120378984,1,1
162,Goodmans Field,E1 8AN,London Borough of Tower Hamlets,51.511573,-0.072804,1.0,6.8,0.988490280526132,214,3,0.0,317.4976819195461,735.5514108586775,1,0
163,The Ring,SE1 8HA,London Borough of Southwark,51.503556,-0.104875,3.0,6.9,0.9910604120591316,193,1,0.0,32.25670208665929,579.1194780399659,1,0
164,George IV,WC2A 2HE,City of Westminster,51.514682,-0.116972,1.0,6.9,0.972897218018857,224,2,2.0,366.3172407389223,203.0559641542353,1,1
165,Pommelers Rest,SE1 2UN,London Borough of Southwark,51.502449,-0.077168,1.0,6.8,0.9929624025142592,91,0,1.0,620.6606607460766,79.51077109828402,0,1
166,The Clarence,SW1A 2HP,City of Westminster,51.506172,-0.126724,1.0,7.0,0.988134093819113,288,2,6.0,280.3368746685694,123.50141418793775,1,1
167,Elephant & Castle,SE1 6BN,London Borough of Southwark,51.495791,-0.099753,1.0,6.9,0.9839343499010592,257,1,2.0,134.1689609888354,422.092622601565,1,1
168,The Cross Keys,WC2H 9EB,London Borough of Camden,51.514539,-0.124751,1.0,6.9,0.9768455360260738,615,4,1.0,165.61292068402022,407.93139846651593,1,1
169,The White Hart,E1 7RA,London Borough of Tower Hamlets,51.515771,-0.070889,1.0,6.7,0.9938400651844954,280,2,2.0,93.40391165753846,264.244280506019,1,1
170,St Stephens Tavern,SW1A 2JR,City of Westminster,51.501093,-0.125416,1.0,7.0,0.9966173902921662,118,1,3.0,38.66365078156811,197.77915338144572,1,1
171,Doggetts Coat & Badge,SE1 9UD,London Borough of Southwark,51.508486,-0.104715,2.0,6.5,0.9942172040507508,87,1,1.0,330.5029422868647,353.87977737609606,1,1
172,The Barrowboy and Banker,SE1 9QQ,London Borough of Southwark,51.50622,-0.088653,2.0,6.5,0.9954394133395412,203,1,1.0,281.8724818596753,133.35753194703005,1,1
173,The Paternoster,EC4M 7DZ,City of London Corporation,51.515147,-0.098648,2.0,6.2,0.9909928995460364,130,2,3.0,74.26003930228916,357.4314448728709,1,1
174,The Coal Hole,WC2R 0DW,City of Westminster,51.51031,-0.121462,1.0,6.7,0.9918519380747294,402,4,4.0,350.78216983898227,221.43858252295797,1,1
175,The Crown & Two Chairmen,W1D 3SB,City of Westminster,51.513917,-0.132365,2.0,6.8,0.9840693749272494,1271,2,1.0,311.8424788598495,388.6844746249016,1,1
176,Penderel's Oak,WC1V 7HP,London Borough of Camden,51.517995,-0.115506,1.0,6.4,0.9934489582120823,172,2,2.0,304.1248341123581,342.17533365939977,1,1
177,The Montagu Pyke,WC2H 0DT,City of Westminster,51.514026,-0.130009,1.0,6.6,0.9890490047724364,1173,3,1.0,264.59422348385414,300.5219675094292,1,1
178,The Railway Tavern,EC2M 7NX,City of London Corporation,51.517473,-0.083313,1.0,5.9,0.9935746711675008,302,2,3.0,63.28119900154809,222.23005076927384,1,1
179,Hamilton Hall,EC2M 7PY,City of London Corporation,51.518963,-0.081491,1.0,5.9,0.9976743103247584,300,2,2.0,158.07789921691614,173.33163801471412,1,1
180,Crown & Anchor,WC2H 9PS,London Borough of Camden,51.514034,-0.12515,1.0,6.3,0.9901687812827378,724,3,2.0,122.31642921146312,346.414481650694,1,1
181,The Sir John Oldcastle,EC1M 3JF,London Borough of Camden,51.519845,-0.105863,2.0,5.7,0.993004306832732,142,2,1.0,76.90172745849937,375.0199841887506,1,1
182,Theodore Bullfrog,WC2N 6HL,City of Westminster,51.508844,-0.123909,1.0,6.0,0.9744337096961936,543,4,5.0,203.83536716649525,78.67934343155095,1,1
183,Maple Leaf,WC2E 7LJ,City of Westminster,51.511006,-0.122778,2.0,5.9,0.980144337096962,605,4,4.0,252.67658414526937,189.279826099655,1,1
184,The Hole in the Wall,SE1 8SQ,London Borough of Lambeth,51.504149,-0.113121,1.0,5.7,0.9916726807123736,229,1,1.0,103.88479874218658,102.99610716908782,1,1
185,The York,N1 8EQ,London Borough of Islington,51.533785,-0.104983,2.0,5.7,0.9871330462111512,240,1,1.0,150.29991633061556,418.4132983253658,1,1
186,Millers,N1 9DX,London Borough of Islington,51.531529,-0.121105,1.0,5.8,0.9794436037713886,251,1,0.0,93.20374463922626,685.6369806463237,1,0
187,The Oval Tavern,CR0 6BR,London Borough of Croydon,51.378307,-0.08766,1.0,8.1,0.9478966360144336,137,0,1.0,7681.229202474164,347.7361815552481,0,1
188,Dog & Bull,CR0 1RG,London Borough of Croydon,51.373001,-0.10156,1.0,7.4,0.9541543475730416,343,0,2.0,7227.733437749232,483.2962605017824,0,1
189,The Royal Standard,CR0 1SS,London Borough of Croydon,51.369907,-0.1017,1.0,7.2,0.962979862646956,295,0,2.0,7380.503729342208,410.9019664388749,0,1
190,The Spread Eagle,CR0 1NX,London Borough of Croydon,51.372206,-0.100033,1.0,7.0,0.964828308695146,335,0,2.0,7362.241811683257,345.9524118662748,0,1
191,The Crown & Pepper,CR0 1NF,London Borough of Croydon,51.368942,-0.09918,1.0,7.0,0.9276452101035968,247,0,2.0,7585.558238891627,283.24411776958914,0,1
192,The Green Dragon,CR0 1NA,London Borough of Croydon,51.371635,-0.100653,1.0,6.9,0.9894750320102432,319,0,2.0,7353.110507940591,355.67331239398465,0,1
193,The Tree House,CR0 1DP,London Borough of Croydon,51.365253,-0.099315,1.0,7.1,0.93079734605983,182,0,0.0,7786.182455019069,621.0967304750919,0,0
194,The Clifton Arms,SE25 6NJ,London Borough of Croydon,51.396457,-0.086244,1.0,7.7,0.9258875567454312,96,0,0.0,6650.302556765469,1542.5225733232824,0,0
195,The Plough,CR0 4QR,London Borough of Sutton,51.367301,-0.131859,1.0,6.7,0.9373553719008264,27,0,0.0,5834.048833087203,1256.539353153316,0,0
196,The George,CR0 1LA,London Borough of Croydon,51.374118,-0.098509,1.0,6.0,0.9799534396461412,378,0,2.0,7363.814334869891,441.75653718231166,0,1
197,The Skylark,CR0 1DP,London Borough of Croydon,51.366174,-0.099305,1.0,6.1,0.9708788266790828,181,0,0.0,7733.136589463366,527.9532896110578,0,0
198,Crown & Sceptre,CR2 6RB,London Borough of Croydon,51.359532,-0.096573,1.0,6.2,0.979501804213712,74,0,0.0,8295.675707420873,1209.3404341156645,0,0
199,Two Brewers,CR0 2DW,London Borough of Croydon,51.388268,-0.090023,1.0,6.4,0.9236759399371436,87,0,0.0,6953.8661643827245,748.4181914497009,0,0
200,Goose on the Market,CR0 1RG,London Borough of Croydon,51.372735,-0.101447,1.0,5.5,0.0936165754859737,339,0,2.0,7248.088128997917,460.3179334160425,0,1
201,The Ship of Fools,CR0 2RE,London Borough of Croydon,51.378538,-0.103593,1.0,6.0,0.9263065999301596,300,0,1.0,6792.555092303659,110.7043999778388,0,1
202,Bedford Tavern,CR0 2EF,London Borough of Croydon,51.378826,-0.095108,1.0,5.8,0.9569875451053428,243,0,1.0,7230.583260545911,433.1628716485464,0,1
203,Porter and Sorter,CR0 6BT,London Borough of Croydon,51.375946,-0.091831,1.0,5.6,0.9863065999301596,157,0,1.0,7606.548423310089,62.89629169986762,0,1
204,The Drapers Arms,W5 5DB,London Borough of Ealing,51.51186,-0.305193,1.0,8.4,0.9512396694214876,165,1,2.0,430.6381236650906,347.71983264181006,1,1
205,The Castle Inn,W5 5EU,London Borough of Ealing,51.506168,-0.305337,1.0,8.1,0.9379885927133046,41,0,0.0,621.7316145622876,736.2086271413663,0,0
206,The Grange,W5 3XH,London Borough of Ealing,51.508335,-0.296239,1.0,8.1,0.9769572808753346,45,0,0.0,582.0157009406759,1051.4606444297312,0,0
207,Red Lion,W5 5RA,London Borough of Ealing,51.507921,-0.304918,2.0,7.9,0.9513607263415202,66,0,0.0,809.5753346342242,587.5632607578852,0,0
208,Express Tavern,TW8 0EW,London Borough of Hounslow,51.489081,-0.28782,1.0,8.8,0.9784169479688044,55,0,1.0,883.3675236447665,359.0865135063205,0,1
209,The Dodo Micropub,W7 3TR,London Borough of Ealing,51.506847,-0.337546,1.0,8.4,0.9592270981259458,100,0,0.0,1521.5800943813772,932.541532465957,0,0
210,The Haven Arms,W5 2HZ,London Borough of Ealing,51.516925,-0.300023,1.0,7.5,0.921389826562682,110,1,0.0,247.37901485714357,888.869798023883,1,0
211,The Duke of Kent,W13 8DL,London Borough of Ealing,51.525272,-0.320271,2.0,7.8,0.93328832499127,14,0,0.0,1292.4846153995331,1614.821483818123,0,0
212,The Station House,W3 6BH,London Borough of Ealing,51.508768,-0.263176,1.0,8.3,0.9765754859736934,69,0,0.0,12.398524565345411,815.4675088665896,1,0
213,The Lord Nelson,TW8 9NY,London Borough of Hounslow,51.491341,-0.308527,2.0,7.8,0.926995693167268,78,0,0.0,1000.2971822425194,696.9544532954051,0,0
214,The Sir Michael Balcon,W5 3TJ,London Borough of Ealing,51.513537,-0.298406,1.0,7.0,0.9780048888371552,143,1,0.0,239.1667357737753,833.1931418804443,1,0
215,The Aeronaut,W3 9BH,London Borough of Ealing,51.508508,-0.275519,2.0,7.5,0.952291933418694,145,0,1.0,691.9981564746762,39.28639842478434,0,1
216,The Griffin,TW8 0NP,London Borough of Hounslow,51.487058,-0.302964,1.0,7.8,0.9280805494121755,97,0,1.0,1565.232699096878,763.0621270115146,0,0
217,The North Star,W5 5JN,London Borough of Ealing,51.513748,-0.301944,2.0,6.8,0.9707018973344196,163,1,0.0,130.39910660820803,602.099870148226,1,0
218,The Rocket,W3 6BD,London Borough of Ealing,51.508668,-0.264153,1.0,7.4,0.87776277499709,90,0,0.0,79.70179749007144,747.5872931087636,1,0
219,The Fox Inn,W7 2PJ,London Borough of Ealing,51.50424,-0.343336,1.0,7.4,0.9598510068676522,20,0,0.0,1576.2016951718635,1409.0417721916265,0,0
220,The New Inn,W5 5EX,London Borough of Ealing,51.504955,-0.305795,1.0,6.6,0.94941683156792,40,1,0.0,483.4314518186689,829.4203766064871,1,0
221,The Globe,TW8 9NA,London Borough of Hounslow,51.490524,-0.309753,1.0,7.0,0.9463741124432544,60,0,0.0,1064.5712543669165,809.4271985100837,0,0
222,The Lodge Tavern,W5 3TA,London Borough of Ealing,51.513796,-0.299808,1.0,6.2,0.939005936445117,144,1,0.0,148.25218793455227,745.3010518258316,1,0
223,The Village Inn,W5 1QP,London Borough of Ealing,51.526502,-0.312652,1.0,6.5,0.9177837271563264,26,0,0.0,1373.144489449044,1412.204413961694,0,0
224,The Forester,W13 9EP,London Borough of Ealing,51.506154,-0.320372,1.0,6.4,0.9803072983354674,77,0,1.0,858.885719117471,453.7778481456317,0,1
225,The Talbot Inn,W3 8JB,London Borough of Ealing,51.506495,-0.273439,1.0,6.6,0.8772971714585031,162,0,1.0,550.0670177617252,249.86969860242945,0,1
226,Princess Royal,TW8 0LF,London Borough of Hounslow,51.488181,-0.301003,1.0,6.6,0.8793341869398208,104,0,0.0,1481.3102398775216,591.5937033006618,0,0
227,The Greystoke,W5 3HU,London Borough of Ealing,51.516955,-0.290291,1.0,5.8,0.9532999650797346,36,1,0.0,181.26320065883465,1415.3355571891625,1,0
228,The Viaduct,W7 3TD,London Borough of Ealing,51.508424,-0.341908,1.0,6.1,0.9701198929111862,86,0,0.0,1839.854284564368,1198.756767735252,0,0
229,The Belvedere,W3 6QX,London Borough of Ealing,51.506873,-0.268905,1.0,5.9,0.851616808287743,180,0,1.0,457.2700811927922,457.55714679978576,1,1
230,The Red Lion & Pineapple,W3 9BP,London Borough of Ealing,51.50824,-0.276597,1.0,5.7,0.9878756838551972,142,0,1.0,646.9734276179787,118.4118411607656,0,1
231,Myllet Arms,UB6 8TE,London Borough of Ealing,51.533047,-0.322995,1.0,5.2,0.9344802700500524,22,1,0.0,408.1302521630548,2096.1307665535487,1,0
232,Jolly Farmers,EN2 7QS,London Borough of Enfield,51.654837,-0.107763,1.0,8.0,0.9270213013618904,16,0,0.0,1860.9921222745295,1904.3866798524743,0,0
233,Little Green Dragon,N21 2AD,London Borough of Enfield,51.636045,-0.09087,1.0,8.0,0.9904271912466536,15,0,0.0,2570.580989110323,800.3764843785478,0,0
234,Kings Head,EN2 6LL,London Borough of Enfield,51.652603,-0.082556,1.0,7.0,0.9637411244325456,115,0,1.0,3454.7232484512256,334.43247706068,0,1
235,The Goat,EN3 4HB,London Borough of Enfield,51.646867,-0.04726,1.0,7.8,0.9869188685834012,121,0,0.0,5776.103936491311,2452.6997737902907,0,0
236,The Cricketers,EN2 6QA,London Borough of Enfield,51.656459,-0.087395,1.0,7.0,0.9121196601094168,31,0,0.0,3233.0545431380074,517.5261786956506,0,0
237,The Stag and Hounds,N9 9JW,London Borough of Enfield,51.6336569,-0.0727636,1.0,7.4,0.9213572343149808,38,0,0.0,3790.744983449528,1743.5061086960948,0,0
238,Jolly Butchers,EN1 3JS,London Borough of Enfield,51.659445,-0.079876,1.0,6.9,0.9421161680828776,59,0,1.0,3832.4427429659313,470.3301770325709,0,1
239,The Old Wheatsheaf,EN2 6SE,London Borough of Enfield,51.653768,-0.089591,1.0,6.8,0.9489954603654988,81,0,0.0,3005.227232542845,670.0434606535495,0,0
240,The Moon Under Water,EN2 6NN,London Borough of Enfield,51.658929,-0.087722,1.0,6.7,0.9622209288790596,31,0,0.0,3308.083363129789,664.8341772414147,0,0
241,O'Neill's,EN2 6LE,London Borough of Enfield,51.651818,-0.081325,1.0,6.4,0.9542637644046096,152,0,1.0,3525.2602263924523,386.56304769104287,0,1
242,Rose & Crown,EN2 9AJ,London Borough of Enfield,51.67126,-0.083766,1.0,7.0,0.9439972063787684,4,0,0.0,4251.802160429621,1800.8989397845817,0,0
243,Crown & Horseshoes,EN2 6PZ,London Borough of Enfield,51.656036,-0.087194,1.0,6.5,0.9161750669305088,75,0,1.0,3231.944137737886,493.3927911179821,0,1
244,The Salisbury Arms,N21 3NP,London Borough of Enfield,51.63301,-0.103004,1.0,7.1,0.9744360377138866,18,0,0.0,1702.3897341305558,508.0134162546444,0,0
245,The Stag,EN2 6PH,London Borough of Enfield,51.65287,-0.086742,1.0,5.8,0.9532673728320336,102,0,0.0,3175.938622456576,523.594654126778,0,0
246,The Sporting Green,EN3 5JF,London Borough of Enfield,51.656702,-0.047118,1.0,6.5,0.9201489931323478,100,0,0.0,5941.361602255277,2285.5830072524504,0,0
247,The George,EN2 6LE,London Borough of Enfield,51.651976,-0.081412,1.0,5.5,0.0215341636596438,151,0,1.0,3521.8116909054843,370.74104199426046,0,1
248,The Ridgeway Tavern,EN2 8JF,London Borough of Enfield,51.662837,-0.10407,1.0,6.2,0.9384541962518916,118,0,0.0,2577.083156163599,1853.853629659408,0,0
