,fsq_id,name,address,locality,neighborhood,postcode,category,latitude,longitude
111,4ba096aef964a520667337e3,Empress State Building,Lillie Rd,London,Fulham,SW6 1TR,Police Station,51.48735,-0.199678
112,4be537b3cf200f47dbf9123c,Kensington Police Station,72 Earls Ct Rd,Kensington,Fulham,W8 6EQ,Police Station,51.497342,-0.197832
113,4e1ac3621f6eb955988f743b,Fulham Police Station,Heckfield Pl,Fulham,Fulham,SW6 5NL,Police Station,51.479488,-0.199957
114,4c5a74a167ac0f4775c9064c,Notting Hill Police Station,99-101 Ladbroke Rd,London,Notting Hill,W11 3PL,Police Station,51.50867,-0.203235
115,4c738c2b376da093e04aa9c6,Chiswick Police Station,209-211 Chiswick High Rd,London,Chiswick,W4 2DU,Police Station,51.492167,-0.258203
116,bf11c3aacc2846150bba6ceb,Police Knowledge,5 Exhibition House Addison Bridge Pl,London,Kensington,W14 8XP,Police Station,51.494688,-0.205943
117,ca8c4661398e4b0c5b47fd9a,Metropolitan Police Service London,"Lowther School, Stillingfleet Rd",London,Chelsea Harbour,SW13 9AE,Police Station,51.483857,-0.239332
118,85185aa032364e8c6622bd7b,Metropolitan Police Service,253-258 Uxbridge Rd,London,,W12 7JB,Police Station,51.506197,-0.229374
119,170bd85a822342f7d63a0436,Kenway Road,"Snt Base, 2-4 Kenway Rd",London,,SW5 0RR,Police Station,51.490451,-0.195875
120,156fadad5139485d12c709f9,Metropolitan Police Service,209-211 Chiswick High Rd,London,,,Police Station,51.492481,-0.25698
121,6034771415de4304a426565a,Metropolitan Police Service,101 Ladbroke Rd,London,Notting Hill,W11 3PL,Police Station,51.50867,-0.203235
122,224ddd3659534985e22b1667,Metropolitan Police Service,205-207 Chiswick High Rd,London,Chiswick,W4 2DU,Police Station,51.492223,-0.258169
123,ea898f1ad5d040aaa095d843,Barnes Police Station,371 Lonsdale Rd,London,Barnes,SW13 9PY,Police Station,51.473663,-0.251087
124,f66f52eb548e474cd3b4cc73,Metropolitan Police Service London,"Royalty Studios, 105 Lancaster Rd",London,North Kensington,W11 1QF,Police Station,51.51651,-0.210297
125,4bc3624fb492d13a0caba860,Hornsey Police Station,98 Tottenham Lane,Hornsey,Hornsey,N8 7EJ,Police Station,51.58476,-0.115826
126,4d2d887e88e23704f1753ac7,Metropolitan Police Service,St Anns Rd,,South Tottenham,N15 5RD,Police Station,51.581223,-0.086712
127,a78f54bca2d2436045336255,Fishmongers Arms Front Counter,"Fishmongers Arms, 287 High Rd",London,,N22 8HU,Police Station,51.600925,-0.11221
128,9cc057f79cfe4403e8e8915e,Turnpike Parade,"Snt Base, Turnpike Parade",London,,N15 3EA,Police Station,51.590024,-0.102346
129,1283fc4564c14b854600c00d,Metropolitan Police Service,98 Tottenham Lane,London,Tottenham,N8 7EJ,Police Station,51.584144,-0.116293
130,31ca9ccdcfaa43bb81931286,The Collection Point,73 Crouch Hall Rd,London,,N8 8HF,Police Station,51.579821,-0.124521
131,9308a67b2d224c6bfaed775e,Hornsey Police Station,73 Crouch Hall Rd,London,Hornsey,N8 8HF,Police Station,51.579013,-0.124463
132,5cc7904d1ac34ec4a4668293,Metropolitan Police Service,29 Friern Barnet Rd,London,Bowes Park,N11 1NA,Police Station,51.616247,-0.142794
133,9fa8a1e7031e4c22254cacef,Friern Barnet Road textile bank,29 Friern Barnet Rd,London,,N11 1NE,Police Station,51.616261,-0.142795
134,4d946ddeaf673704e5097b09,Wealdstone Police Station,74 High St,London,Wealdstone,HA3 7AF,Police Station,51.595313,-0.335034
135,1b54a22acd3e420d04b7455d,Metropolitan Police Service,78 High St,London,,HA3 7RJ,Police Station,51.594475,-0.33444
136,dbdf4535c31549d034dc03dd,Unison,Station Rd,London,,HA1 2XY,Police Station,51.589032,-0.333973
137,1ee46767f057445b303771bb,Metropolitan Police - Harrow Police Information Centre,Station Rd,London,Harrow,HA1 2UH,Police Station,51.588233,-0.331428
138,3337d0a09d3a465e1a425e77,Fountain House,30 Church Rd,Stanmore,,HA7 4AL,Police Station,51.617223,-0.312208
142,4fc521dee4b08461700f0b0f,Holloway Police Station,284 Hornsey Rd,Holloway,London,N7 7QY,Police Station,51.562012,-0.116756
151,bf52002d582845b1d774c46d,British Transport Police,423-425 Caledonian Rd,London,Holloway,N7 9BQ,Police Station,51.545401,-0.118162
156,c1683ed0693d4dab7d09e554,Probation Service,53 Holloway Rd,London,Lower Holloway,N7 8JD,Police Station,51.547401,-0.105215
158,8390893fa19e4d6b89792e3d,Metropolitan Police - Holloway Police Station,284 Hornsey Rd,London,,N7 7QY,Police Station,51.56196,-0.116696
159,4bdf32f9e75c0f47e03dca03,Hayes Police Station,755 Uxbridge Rd,Hayes,,UB4 8HU,Police Station,51.5252,-0.43519
160,4df0e2e3d4c04d0392c7ef85,Uxbridge Police Station,1 Warwick Pl,Uxbridge,,UB8 1PG,Police Station,51.548233,-0.481579
161,54f5f20dcd6344f8776c94a4,Uxbridge Police Station - Hillingdon Borough Hq,1 Warwick Pl,Uxbridge,Uxbridge,UB8 1PG,Police Station,51.549075,-0.48098
162,551f6f005bd64ac88b6ddeb0,Metropolitan Police,1 Warwick Pl,Uxbridge,,UB8 1PG,Police Station,51.548852,-0.481115
163,4d80fccbdbc5f04d6b3602b7,Hounslow Police Station,5 Montague Rd,Hounslow,Hounslow,TW3 1LB,Police Station,51.469039,-0.364483
176,c141e9c2f8a940dd76e9286f,Metropolitan Police Service London,59 Compton Rd,,Highbury and Islington,,Police Station,51.54526,-0.100012
185,585c88103b214aea7bd6c1d3,Metropolitan Police Service London,70 Blackstock Rd,London,Finsbury Park,N4 2DR,Police Station,51.561997,-0.10054
187,f36ed66765c242d4f8ef63f1,Blackstock Road,"Snt Base, 70 Blackstock Rd",London,,N4 2DR,Police Station,51.562831,-0.101224
196,4d96414e744f3704efa4b557,Chelsea Police Station,2 Lucan Pl,Kensington,Belgravia,SW3 3PB,Police Station,51.491989,-0.166468
197,4ae06c7cf964a5202f7f21e3,Battersea Police Station,112-118 Battersea Bridge Rd,London,Battersea,SW11 3AF,Police Station,51.477255,-0.169091
198,4f4de931e4b0272873376f4b,British Transport Police,3 Ebury Bridge,London,Pimlico,SW1W 8RP,Police Station,51.487789,-0.148603
199,4c3f287b0596c92880408578,Belgravia Police Station,202-206 Buckingham Palace Rd,London,Victoria,SW1W 9SX,Police Station,51.49126,-0.149608
203,4bfa9b798d30d13af3d00318,Lavender Hill Police Station,176 Lavender Hill,London,Battersea,SW11 1JX,Police Station,51.46459,-0.16213
204,4e2004a1483b041af1ddbcc4,Clapham Police station,,London,,,Police Station,51.481646,-0.12826
205,3e02a53a93194e16b40e0d7f,Metropolitan Police Service,2 Lucan Pl,London,Chelsea,SW3 3PB,Police Station,51.492574,-0.167853
206,a65f5e3c1a9b484a8525bbf0,"Worlds End, St Johns SNT base",461 Kings Rd,London,,SW10 0LU,Police Station,51.481629,-0.17971
207,736789dc50ea4a0147fa969f,Metropolitan Police Service London,,London,,SW10 0LR,Police Station,51.481962,-0.180699
208,28b168fd1a644c309be5f171,Pavilion Road,"Snt Base, 77-83 Pavilion Rd",London,,SW1X 0ET,Police Station,51.498363,-0.159762
209,6619571df9434faa77d85135,Metropolitan Police Service,77-83 Pavilion Rd,London,Knightsbridge,SW1X 0ET,Police Station,51.498572,-0.159909
211,51015cea798f49c8ec331378,British Transport Police,Hudsons Pl,London,,SW1V 1LQ,Police Station,51.494721,-0.142654
212,8f963937fd584e7cf7c42dd7,Metropolitan Police,"Wellington House 67-73, Buckingham Gate",London,,SW1E 6BE,Police Station,51.49889,-0.137924
213,8e34233b75444b1595e7ea7f,Association of Police Authorities,15 Greycoat Pl,London,Victoria,SW1P 1SB,Police Station,51.496528,-0.134862
214,368a37d924db48e19aad2332,British Transport Police,Clapham Junction Railway Station Clapham Junction Approach,London,Battersea,SW11 2QP,Police Station,51.464092,-0.169294
216,53cb58989e284f9652463928,Police Anti Terrorist Hotline,"New Scotland Yard, 8-10 Broadway",London,Westminster,SW1H 0BG,Police Station,51.49892,-0.133786
217,fd31872f48a143f0fecf850a,Metropolitan Police,"New Scotland Yard, 8-10 Broadway",London,Westminster,SW1H 0BG,Police Station,51.498681,-0.133108
218,3ffe0cbb74c84b2dedfa7777,British Transport Police London Underground Area,"Westside Offices, Kings Cross Railway Station, Kings Cross",London,,SW1H 0BD,Police Station,51.499824,-0.132963
219,1af18061c9ee46a95ec7f424,Metropolitan Police Authority,10 Dean Farrar St,London,,SW1H 0NY,Police Station,51.499212,-0.132144
220,4c1325beb7b9c928fc2ea937,Kingston Police Station,5-7 High St,Kingston,Kingston Upon Thames,KT1 1LB,Police Station,51.408309,-0.307024
221,4c10cede3ce120a16593081c,Millbank House,171-185 Ewell Rd,Surbiton,,KT6 6AP,Police Station,51.388007,-0.297594
